# LAMMPS data file written by mdapy.

4000 atoms
1.0 atom types

0.0 36.150000000000006 xlo xhi
0.0 36.150000000000006 ylo yhi
0.0 36.150000000000006 zlo zhi

Atoms # atomic

1 1 0 0 0
2 1 1.8075 1.8075 0
3 1 1.8075 0 1.8075
4 1 0 1.8075 1.8075
5 1 0 0 3.615
6 1 1.8075 1.8075 3.615
7 1 1.8075 0 5.4225
8 1 0 1.8075 5.4225
9 1 0 0 7.23
10 1 1.8075 1.8075 7.23
11 1 1.8075 0 9.037500000000001
12 1 0 1.8075 9.037500000000001
13 1 0 0 10.845
14 1 1.8075 1.8075 10.845
15 1 1.8075 0 12.6525
16 1 0 1.8075 12.6525
17 1 0 0 14.46
18 1 1.8075 1.8075 14.46
19 1 1.8075 0 16.267500000000002
20 1 0 1.8075 16.267500000000002
21 1 0 0 18.075000000000003
22 1 1.8075 1.8075 18.075000000000003
23 1 1.8075 0 19.882500000000004
24 1 0 1.8075 19.882500000000004
25 1 0 0 21.69
26 1 1.8075 1.8075 21.69
27 1 1.8075 0 23.497500000000002
28 1 0 1.8075 23.497500000000002
29 1 0 0 25.305
30 1 1.8075 1.8075 25.305
31 1 1.8075 0 27.1125
32 1 0 1.8075 27.1125
33 1 0 0 28.92
34 1 1.8075 1.8075 28.92
35 1 1.8075 0 30.727500000000003
36 1 0 1.8075 30.727500000000003
37 1 0 0 32.535000000000004
38 1 1.8075 1.8075 32.535000000000004
39 1 1.8075 0 34.3425
40 1 0 1.8075 34.3425
41 1 0 3.615 0
42 1 1.8075 5.4225 0
43 1 1.8075 3.615 1.8075
44 1 0 5.4225 1.8075
45 1 0 3.615 3.615
46 1 1.8075 5.4225 3.615
47 1 1.8075 3.615 5.4225
48 1 0 5.4225 5.4225
49 1 0 3.615 7.23
50 1 1.8075 5.4225 7.23
51 1 1.8075 3.615 9.037500000000001
52 1 0 5.4225 9.037500000000001
53 1 0 3.615 10.845
54 1 1.8075 5.4225 10.845
55 1 1.8075 3.615 12.6525
56 1 0 5.4225 12.6525
57 1 0 3.615 14.46
58 1 1.8075 5.4225 14.46
59 1 1.8075 3.615 16.267500000000002
60 1 0 5.4225 16.267500000000002
61 1 0 3.615 18.075000000000003
62 1 1.8075 5.4225 18.075000000000003
63 1 1.8075 3.615 19.882500000000004
64 1 0 5.4225 19.882500000000004
65 1 0 3.615 21.69
66 1 1.8075 5.4225 21.69
67 1 1.8075 3.615 23.497500000000002
68 1 0 5.4225 23.497500000000002
69 1 0 3.615 25.305
70 1 1.8075 5.4225 25.305
71 1 1.8075 3.615 27.1125
72 1 0 5.4225 27.1125
73 1 0 3.615 28.92
74 1 1.8075 5.4225 28.92
75 1 1.8075 3.615 30.727500000000003
76 1 0 5.4225 30.727500000000003
77 1 0 3.615 32.535000000000004
78 1 1.8075 5.4225 32.535000000000004
79 1 1.8075 3.615 34.3425
80 1 0 5.4225 34.3425
81 1 0 7.23 0
82 1 1.8075 9.037500000000001 0
83 1 1.8075 7.23 1.8075
84 1 0 9.037500000000001 1.8075
85 1 0 7.23 3.615
86 1 1.8075 9.037500000000001 3.615
87 1 1.8075 7.23 5.4225
88 1 0 9.037500000000001 5.4225
89 1 0 7.23 7.23
90 1 1.8075 9.037500000000001 7.23
91 1 1.8075 7.23 9.037500000000001
92 1 0 9.037500000000001 9.037500000000001
93 1 0 7.23 10.845
94 1 1.8075 9.037500000000001 10.845
95 1 1.8075 7.23 12.6525
96 1 0 9.037500000000001 12.6525
97 1 0 7.23 14.46
98 1 1.8075 9.037500000000001 14.46
99 1 1.8075 7.23 16.267500000000002
100 1 0 9.037500000000001 16.267500000000002
101 1 0 7.23 18.075000000000003
